Question,Answer
"224.2013/3/34/单
甲公司将其财产向乙保险公司投保。因甲公司要向银行申请贷款，乙公司依甲公司指示将保险单直
接交给银行。下列哪一表述是正确的？ 【C】
A.因保险单未送达甲公司，保险合同不成立
B.如保险单与投保单内容不一致，则应以投保单为准
C.乙公司同意承保时，保险合同成立
D.如甲公司未缴纳保险费，则保险合同不成立","保险合同的设立；保险单与投保单冲突的解决［C］
［解析］《保险法》第13条第1款规定：“投保人提出保险要求，经保险人同意承保，保险合同成立。保险人应当及时向投保人签发保险单或者其他保险凭证。”保险合同是诺成合同，只要保险人同意承保，保险合同即成立。送达保单和缴纳保费都不是保险合同成立的要件。故A、D项错误，C项正确。
《保险法解释（二）》第14条规定：“保险合同中记载的内容不一致的，按照下列规则认定：（一）投保单与保险单或者其他保险凭证不一致的，以投保单为准。但不一致的情形系经保险人说明并经投保人同意的，以投保人签收的保险单或者其他保险凭证载明的内容为准；……”故B项存在例外情形，不准确。"
"225.2011/3/75/多
依据《保险法》规定，保险合同成立后，保险人原则上不得解除合同。下列哪些情形下保险人可以
解除合同？ 【BCD】
A.人身保险中投保人在交纳首期保险费后未按期交纳后续保费
B.投保人虚报被保险人年龄，保险合同成立已1年6个月
C.投保人在投保时故意未告知投保汽车曾遇严重交通事故致发动机受损的事实
D.投保人未履行对保险标的安全维护之责任","保险合同的解除［BCD］
［解析］《保险法》第36条规定：“合同约定分期支付保险费，投保人支付首期保险费后，除合同另有约定外，投保人自保险人催告之日起超过30日未支付当期保险费，或者超过约定的期限60日未支付当期保险费的，合同效力中止，或者由保险人按照合同约定的条件减少保险金额。被保险人在前款规定期限内发生保险事故的，保险人应当按照合同约定给付保险金，但可以扣减欠交的保险费。”该法第37条规定：“合同效力依照本法第36条规定中止的，经保险人与投保人协商并达成协议，在投保人补交保险费后，合同效力恢复。但是，自合同效力中止之日起满2年双方未达成协议的，保险人有权解除合同。保险人依照前款规定解除合同的，应当按照合同约定退还保险单的现金价值。”人身保险中投保人在交纳首期保险费后未按期交纳后续保费，合同效力中止，保险人不享有解除合同权。故A项错误。
《保险法》第16条第3款规定：“前款规定的合同解除权，自保险人知道有解除事由之日起，超过30日不行使而消灭。自合同成立之日起超过2年的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。”《保险法》第32条第1款：“投保人申报的被保险人年龄不真实，并且其真实年龄不符合合同约定的年龄限制的，保险人可以解除合同，并按照合同约定退还保险单的现金价值。保险人行使合同解除权，适用本法第16条第3款、第6款的规定。”保险合同成立已1年6个月，未超过2年除斥期间，保险人可解除合同。故B项正确。
《保险法》第16条第2款规定：“投保人故意或者因重大过失未履行前款规定的如实告知义务，足以影响保险人决定是否同意承保或者提高保险费率的，保险人有权解除合同。”可知，投保人在投保时故意未告知投保汽车曾遇严重交通事故致发动机受损的事实，保险人有权解除合同。故C项正确。
《保险法》第51条第3款规定：“投保人、被保险人未按照约定履行其对保险标的的安全应尽责任的，保险人有权要求增加保险费或者解除合同。”因此，投保人未履行对保险标的安全维护之责任，保险人可以解除合同。故D项正确。"
"226.2009/3/79/多
关于保险利益，下列哪些表述是错误的？ 【BCD】
A.保险利益本质上是一种经济上的利益，即可以用金钱衡量的利益
B.人身保险的投保人在保险事故发生时，对保险标的应当具有保险利益
C.财产保险的被保险人在保险合同订立时，对保险标的应当具有保险利益
D.责任保险的投保人在保险合同订立时，对保险标的应当具有保险利益","保险利益［BCD］
［解析］《保险法》第12条第6款规定：“保险利益是指投保人或者被保险人对保险标的具有的法律上承认的利益。”故A项正确。
《保险法》第12条第1款规定：“人身保险的投保人在保险合同订立时，对被保险人应当具有保险利益。”可见，人身保险的投保人应该在保险合同订立时对保险标的应当具有保险利益，而非在保险事故发生时对保险标的具有保险利益。故B项错误。
《保险法》第12条第2款规定：“财产保险的被保险人在保险事故发生时，对保险标的应当具有保险利益。”可见，对于财产保险来说，在保险事故发生时被保险人对保险标的具有保险利益即可，不需要在保险合同订立之时就具有。故C项错误。
责任保险的投保人对保险标的应在何时具有保险利益，《保险法》没有给出明确的规定。但是责任保险属于财产保险的一种，应该适用财产保险的相关规定，即适用在保险事故发生时具有保险利益的规定即可。故D项错误。"
"考点47 人身保险合同
227.2021回忆/任
陈某为妻子购买人身保险，指定自己和儿子为受益人。按照保险合同的约定，该保险须缴纳20
年。陈某投保10年后，因公司经营业绩不佳，经济压力较大，拟解除该保险合同。对此，下列选项正
确的是： 【C】
A.须经妻子的同意方可解除
B.须经儿子的同意方可解除
C.合同解除后，陈某有权主张保单现金价值
D.合同解除后，妻子有权主张保单现金价值","人身保险合同的解除［C］
［解析］《保险法解释（三）》第17条规定：“投保人解除保险合同，当事人以其解除合同未经被保险人或者受益人同意为由主张解除行为无效的，人民法院不予支持，但被保险人或者受益人已向投保人支付相当于保险单现金价值的款项并通知保险人的除外。”据此，投保人解除保险合同无需经被保险人或者受益人同意，故A、B项错误。
《保险法》第47条规定：“投保人解除合同的，保险人应当自收到解除合同通知之日起三十日内，按照合同约定退还保险单的现金价值。”保险是投保人出资购买的，合同解除后保单的现金价值应当退还投保人。故C项正确，D项错误。
【特别提醒】保险合同的当事人是投保人和保险公司，因此投保人享有合同解除权及保单现金价值返还请求权，被保险人和受益人并非合同当事人，一般不享有相关权利。"
"228.2017/3/76/多
李某于2000年为自己投保，约定如其意外身故则由妻子王某获得保险金20万元，保险期间为10
年。2009年9月1日起李某下落不明，2014年4月法院宣告李某死亡。王某起诉保险公司主张该保险
金。关于本案，下列哪些选项是正确的？ 【BD】
A.保险合同应无效
B.王某有权主张保险金
C.李某死亡日期已超保险期间，故保险公司不承担保险责任
D.如李某确系2009年9月1日下落不明，则保险公司应承担保险责任","以死亡为支付条件的保险合同［BD］
［解析］《保险法解释（三）》第24条规定：“投保人为被保险人订立以死亡为给付保险金条件的保险合同，被保险人被宣告死亡后，当事人要求保险人按照保险合同约定给付保险金的，人民法院应予支持。被保险人被宣告死亡之日在保险责任期间之外，但有证据证明下落不明之日在保险责任期间之内，当事人要求保险人按照保险合同约定给付保险金的，人民法院应予支持。”本题中，虽然2014年4月法院宣告李某死亡，但若有证据证明李某确系2009年9月1日下落不明，保险公司应承担保险责任。故A、C项错误，B、D项正确。"
"229.2016/3/34/单
杨某为其妻王某购买了某款人身保险，该保险除可获得分红外，还约定若王某意外死亡，则保险公
司应当支付保险金20万元。关于该保险合同，下列哪一说法是正确的？ 【B】
A.若合同成立2年后王某自杀，则保险公司不支付保险金
B.王某可让杨某代其在被保险人同意处签字
C.经王某口头同意，杨某即可将该保险单质押
D.若王某现为无民事行为能力人，则无需经其同意该保险合同即有效","人身保险合同的特征；人身保险合同当事人的权利和义务［B］
［解析］《保险法》第44条第1款规定：“以被保险人死亡为给付保险金条件的合同，自合同成立或者合同效力恢复之日起2年内，被保险人自杀的，保险人不承担给付保险金的责任，但被保险人自杀时为无民事行为能力人的除外。”据此，若王某2年后自杀，保险公司应支付保险金。故A项错误。
《保险法》第34条第1款规定：“以死亡为给付保险金条件的合同，未经被保险人同意并认可保险金额的，合同无效。”又依据《保险法解释（三）》第1条规定，当事人订立以死亡为给付保险金条件的合同，根据保险法第34条的规定，“被保险人同意并认可保险金额”可以采取书面形式、口头形式或者其他形式；可以在合同订立时作出，也可以在合同订立后追认。据此，关于以死亡为给付保险金条件的保险合同，既可以被保险人自己签字认可，也可以授权他人签字认可。故B项正确。
《保险法》第34条第2款规定：“按照以死亡为给付保险金条件的合同所签发的保险单，未经被保险人书面同意，不得转让或者质押。”故C项错误。
《保险法》第34条第3款规定：“父母为其未成年子女投保的人身保险，不受本条第1款规定限制。”第33条第1款规定：“投保人不得为无民事行为能力人投保以死亡为给付保险金条件的人身保险，保险人也不得承保。”所以原则上“无行为能力人不入死亡险”，如果王某此时为无行为能力人，不能为其购买死亡险。故D项错误。"
"230.2015/3/34/单
甲以自己为被保险人向某保险公司投保健康险，指定其子乙为受益人，保险公司承保并出具保单。
两个月后，甲突发心脏病死亡。保险公司经调查发现，甲两年前曾做过心脏搭桥手术，但在填写投保单
以及回答保险公司相关询问时，甲均未如实告知。对此，下列哪一表述是正确的？ 【B】
A.因甲违反如实告知义务，故保险公司对甲可主张违约责任
B.保险公司有权解除保险合同
C.保险公司即使不解除保险合同，仍有权拒绝乙的保险金请求
D.保险公司虽可不必支付保险金，但须退还保险费","投保人的告知义务［B］
［解析］《保险法》第16条第1款规定：“订立保险合同，保险人就保险标的或者被保险人的有关情况提出询问的，投保人应当如实告知。”本题中，甲在填写投保单以及回答保险公司相关询问时，未如实说明自己两年前曾做过心脏搭桥手术，违反了投保人的告知义务。在投保人违反告知义务时，《保险法》给予保险人的救济措施是保险人可以解除保险合同或者不承担赔偿责任之类，并不涉及追究投保人违约责任的问题，故A项错误。
《保险法》第16条第2款规定：“投保人故意或者因重大过失未履行前款规定的如实告知义务，足以影响保险人决定是否同意承保或者提高保险费率的，保险人有权解除合同。”本题中，投保人甲故意或者因重大过失而未履行告知义务，保险公司可以解除保险合同，故B项正确。
《保险法解释（二）》第8条规定，在投保人故意未履行如实告知义务的情况下，保险人未行使合同解除权的，不能直接以保险法第16条第4、5款的规定为由拒绝承担给付保险金的责任，故C项错误。
《保险法》第16条第5款规定，只有在投保人因为重大过失而未履行告知义务时，保险公司才需要退还保险费。本题中，难以确定投保人甲属于因重大过失而未履行告知义务，更多的可能反而是故意违反告知义务，故D项错误。"
"231.2013/3/76/多
甲公司交纳保险费为其员工张某投保人身保险，投保单由保险公司业务员代为填写和签字。保险期
间内，张某找到租用甲公司槽罐车的李某催要租金。李某与张某发生争执，张某打碎车窗玻璃，并挡在
槽罐车前。李某怒将张某撞死。关于保险受益人针对保险公司的索赔理由的表述，下列哪些选项是正确
的？ 【ABD】
A.投保单虽是保险公司业务员代为填写和签字，但甲公司交纳了保险费，因此保险合同成立
B.张某的行为不构成犯罪，保险公司不得以此为由主张免责
C.张某的行为属于合法的自助行为，保险公司应予理赔
D.张某的死亡与张某的行为并无直接因果关系，保险公司应予理赔","保险合同的成立；人身保险免责事由［ABD］
［解析］《保险法解释（二）》第3条第1款规定：“投保人或者投保人的代理人订立保险合同时没有亲自签字或者盖章，而由保险人或者保险人的代理人代为签字或者盖章的，对投保人不生效。但投保人已经交纳保险费的，视为其对代签字或者盖章行为的追认。”本题中，虽然由保险公司业务员代为填写和签字保单，但是甲公司为张某交纳了保费，保险合同成立。故A项正确。
《保险法》第45条规定：“因被保险人故意犯罪或者抗拒依法采取的刑事强制措施导致其伤残或者死亡的，保险人不承担给付保险金的责任。投保人已交足2年以上保险费的，保险人应当按照合同约定退还保险单的现金价值。”由此可知，张某为了催要租金，采取打碎玻璃挡在车前的行为，并不具有严重的社会危害性，不构成犯罪，保险公司应当承担保险责任。故B项正确。
自助行为是指，权利人在受到不法侵害时，因“情况紧急来不及请求国家机关救助”，依靠自己的力量对他人财产和自由加以扣押或者约束的行为。本题中张某的行为不是在情况紧急的时候实施，不能算作自助行为。故C项错误。
导致张某死亡的直接原因是李某开车故意撞击张某的犯罪行为，张某自身的行为与其死亡之间不构成直接因果关系。故D项正确。"
"232.2012/3/33/单
甲向某保险公司投保人寿保险，指定其秘书乙为受益人。保险期间内，甲、乙因交通事故意外身
亡，且不能确定死亡时间的先后。该起交通事故由事故责任人丙承担全部责任。现甲的继承人和乙的继
承人均要求保险公司支付保险金。下列哪一选项是正确的？ 【A】
A.保险金应全部交给甲的继承人
B.保险金应全部交给乙的继承人
C.保险金应由甲和乙的继承人平均分配
D.某保险公司承担保险责任后有权向丙追偿","保险金的继承；人身保险代位求偿权的禁止［A］
［解析］《保险法》第42条第2款规定：“受益人与被保险人在同一事件中死亡，且不能确定死亡先后顺序的，推定受益人死亡在先。”根据该条第1款第2项规定，受益人先于被保险人死亡，没有其他受益人的，保险金作为被保险人的遗产，由保险人依照《继承法》（现为《民法典》继承编）的规定履行给付保险金的义务。本案中，被保险人甲与受益人乙在同一交通事故中意外身亡，根据《保险法》的规定，推定受益人乙死亡在先，因此，保险金应作为甲的遗产，由甲的继承人继承。故A项正确，B、C项均错误。
根据《保险法》第46条：“被保险人因第三者的行为而发生死亡、伤残或者疾病等保险事故的，保险人向被保险人或者受益人给付保险金后，不享有向第三者追偿的权利，但被保险人或者受益人仍有权向第三者请求赔偿。”可知，保险公司不享有代位求偿权，故D项错误。"
"233.2010/3/31/单
根据《保险法》规定，人身保险投保人对下列哪一类人员具有保险利益？ 【C】
A.与投保人关系密切的邻居
B.与投保人已经离婚但仍一起生活的前妻
C.与投保人有劳动关系的劳动者
D.与投保人合伙经营的合伙人","人身保险的保险利益［C］
［解析］《保险法》第31条规定：“投保人对下列人员具有保险利益：（一）本人；（二）配偶、子女、父母；（三）前项以外与投保人有抚养、赡养或者扶养关系的家庭其他成员、近亲属；（四）与投保人有劳动关系的劳动者。除前款规定外，被保险人同意投保人为其订立合同的，视为投保人对被保险人具有保险利益。订立合同时，投保人对被保险人不具有保险利益的，合同无效。”由该条可知，投保人对关系密切的邻居、合伙经营的合伙人不具有保险利益。故A、D项错误。
投保人的前妻与投保人已经离婚，即使一起生活也不属于法律意义上的配偶。故B项错误。
根据上述《保险法》第31条第4项，投保人对有劳动关系的劳动者具有保险利益。故C项正确。"
"234.2010/3/77/多
2007年7月，陈某为其母投保人身保险时，为不超过保险公司规定的承保年龄，在申报被保险人
年龄时故意少报了二岁。2009年9月保险公司发现了此情形。对此，下列哪些选项是正确的？
【BD】
A.保险公司有权解除保险合同，但需退还投保人已交的保险费
B.保险公司无权解除保险合同
C.如此时发生保险事故，保险公司不承担给付保险金的责任
D.保险人有权要求投保人补交少交的保险费，但不能免除其保险责任","虚报被保险人年龄的法律后果［BD］
［解析］《保险法》第16条第3款规定，投保人因违反如实告知义务致保险人享有的合同解除权，自保险人知道有解除事由之日起，超过30日不行使而消灭。自合同成立之日起超过2年的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。保险人在合同订立时已经知道投保人未如实告知的情况的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。本题中，合同成立已超过2年，保险人不得解除合同。故A项错误，B项正确。发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。故C项错误。
《保险法》第32条第2款规定：“投保人申报的被保险人年龄不真实，致使投保人支付的保险费少于应付保险费的，保险人有权更正并要求投保人补交保险费，或者在给付保险金时按照实付保险费与应付保险费的比例支付。”故D项正确。"
"235.2010/3/78/多
甲为其妻乙投保意外伤害保险，指定其子丙为受益人。对此，下列哪些选项是正确的？ 【ACD】
A.甲指定受益人时须经乙同意
B.如因第三人导致乙死亡，保险公司承担保险金赔付责任后有权向该第三人代位求偿
C.如乙变更受益人无须甲同意
D.如丙先于乙死亡，则出现保险事故时保险金作为乙的遗产由甲继承","受益人的确定；向第三者追偿；受益人的变更；保险金的继承［ACD］
［解析］《保险法》第39条规定：“人身保险的受益人由被保险人或者投保人指定。投保人指定受益人时须经被保险人同意……”因此，甲指定受益人时须经乙同意。故A项正确。
《保险法》第46条规定：“被保险人因第三者的行为而发生死亡、伤残或者疾病等保险事故的，保险人向被保险人或者受益人给付保险金后，不享有向第三者追偿的权利，但被保险人或者受益人仍有权向第三者请求赔偿。”代位求偿权只存在于财产保险中，是从损失补偿原则派生出来的，而人身保险合同因其储蓄性质，保险人不得享有代位求偿权。故B项错误。
《保险法》第41条规定：“被保险人或者投保人可以变更受益人并书面通知保险人。保险人收到变更受益人的书面通知后，应当在保险单或者其他保险凭证上批注或者附贴批单。投保人变更受益人时须经被保险人同意。”投保人变更受益人与指定受益人同理，都要经过被保险人同意，但如果是被保险人变更受益人的，无须经投保人同意，只需书面通知保险人即可。故C项正确。
《保险法》第42条规定，受益人先于被保险人死亡，且没有其他受益人的，保险金作为被保险人的遗产，由保险人依照《继承法》（现为《民法典》继承编）的规定履行给付保险金的义务。因此，保险金属于被保险人的遗产按照法定继承处理。故D项正确。"
"236.2009/3/32/单
丁某于2005年5月为其九周岁的儿子丁海购买一份人身保险。至2008年9月，丁某已支付了三年
多的保险费。当年10月，丁海患病住院，因医院误诊误治致残。关于本案，下列哪一表述是正确的？
【A】
A.丁某可以在向保险公司索赔的同时要求医院承担赔偿责任
B.应当先由保险公司支付保险金，再由保险公司向医院追偿
C.丁某应先向医院索赔，若医院拒绝赔偿或无法足额赔偿，再要求保险公司支付保险金
D.丁某不能用诉讼方式要求保险公司支付保险金","人身保险［A］
［解析］《保险法》第46条规定：“被保险人因第三者的行为而发生死亡、伤残或者疾病等保险事故的，保险人向被保险人或者受益人给付保险金后，不享有向第三者追偿的权利，但被保险人或者受益人仍有权向第三者请求赔偿。”可见，丁某可以在向保险公司索赔的同时要求医院承担赔偿责任。故A项正确。
根据上述《保险法》第46条规定可知，在人身保险中，因第三人的行为造成被保险人死亡、伤残或疾病的，被保险人或受益人有权同时向保险人和第三者进行追偿，法律没有规定追偿的先后顺序。而且在人身保险中，保险人先支付了保险金的，也不享有代位求偿权。故B、C项错误。
《保险法》第26条规定：“人寿保险以外的其他保险的被保险人或者受益人，向保险人请求赔偿或者给付保险金的诉讼时效期间为2年，自其知道或者应当知道保险事故发生之日起计算。人寿保险的被保险人或者受益人向保险人请求给付保险金的诉讼时效期间为5年，自其知道或者应当知道保险事故发生之日起计算。”上述规定中明确给出了各种保险请求保险人支付保险金的诉讼时效，说明本案中丁某可以用诉讼方式请求保险公司支付保险金。故D项错误。"
"考点48 财产保险合同
237.2019回忆/单
蒋某为中天公司调试某设备，双方约定，如果因蒋某的原因造成损失，蒋某只需要承担一半的赔偿
责任。后来，中天公司为该设备投保了财产损失险，但未将与蒋某的约定告知保险公司，保险公司也未
询问针对此设备有无免责约定。不久，蒋某在调试设备时因擅自修改设备参数，引起火灾，造成该设备
损失20万元。下列说法正确的是哪一项？ 【A】
A.保险公司向中天公司赔偿后，可向蒋某追偿10万元
B.保险公司向中天公司赔偿后，可向蒋某追偿20万元
C.保险公司主张代位求偿的管辖法院，依保险合同关系确定
D.如果保险公司已经向中天公司赔偿，可向中天公司主张返还赔偿金","财产保险的代位求偿权［A］
［解析］《保险法解释（四）》第9条规定：“在保险人以第三者为被告提起的代位求偿权之诉中，第三者以被保险人在保险合同订立前已放弃对其请求赔偿的权利为由进行抗辩，人民法院认定上述放弃行为合法有效，保险人就相应部分主张行使代位求偿权的，人民法院不予支持。保险合同订立时，保险人就是否存在上述放弃情形提出询问，投保人未如实告知，导致保险人不能代位行使请求赔偿的权利，保险人请求返还相应保险金的，人民法院应予支持，但保险人知道或者应当知道上述情形仍同意承保的除外。”本案中，中天公司在投保前对作为投保标的的机器设备豁免了蒋某一半的赔偿责任，该放弃合法有效，故蒋某只承担50％的赔偿责任；在保险公司赔偿后，向蒋某追偿，也只能追偿50％的赔偿责任。故A项正确，B项错误。投保人告知的义务限于保险公司询问的范围和内容。保险公司在投保时未就该设备的免责事宜询问，中天公司没有告知的义务，所以不存在保险公司被骗的情形，保险公司不能主张中天公司返还已经支付的保险赔偿金。故D项错误。
《保险法解释（四）》第12条规定：“保险人以造成保险事故的第三者为被告提起代位求偿权之诉的，以被保险人与第三者之间的法律关系确定管辖法院。”代位求偿诉讼的双方当事人是保险公司和第三者，保险公司的权利承继自被保险人，所以诉讼争议原本是被保险人和第三者之间的关系，应按照被保险人（中天公司）和第三者（蒋某）之间的关系确定管辖法院。故C项错误。"
"238.2017/3/34/单
姜某的私家车投保商业车险，年保险费为3000元。姜某发现当网约车司机收入不错，便用手机软
件接单载客，后辞职专门跑网约车。某晚，姜某载客途中与他人相撞，造成车损10万元。姜某向保险
公司索赔，保险公司调查后拒赔。关于本案，下列哪一选项是正确的？ 【C】
A.保险合同无效
B.姜某有权主张约定的保险金
C.保险公司不承担赔偿保险金的责任
D.保险公司有权解除保险合同并不退还保险费","保险标的危险增加的通知义务［C］
［解析］《保险法》第52条规定：“在合同有效期内，保险标的的危险程度显著增加的，被保险人应当按照合同约定及时通知保险人，保险人可以按照合同约定增加保险费或者解除合同。保险人解除合同的，应当将已收取的保险费，按照合同约定扣除自保险责任开始之日起至合同解除之日止应收的部分后，退还投保人。被保险人未履行前款规定的通知义务的，因保险标的的危险程度显著增加而发生的保险事故，保险人不承担赔偿保险金的责任。”因姜某未履行通知义务，保险公司有权解除合同，但不影响保险合同的效力。故A项错误。解除保险合同的，扣除保险费后，剩余部分应退还给姜某。故D项错误。姜某将私家车改为网约车显著增加其危险程度，未履行通知义务，保险公司不承担赔偿保险金的责任。故C项正确，B项错误。"
"239.2015/3/76/多
潘某请好友刘某观赏自己收藏的一件古玩，不料刘某一时大意致其落地摔毁。后得知，潘某已在甲
保险公司就该古玩投保了不足额财产险。关于本案，下列哪些表述是正确的？ 【BD】
A.潘某可请求甲公司赔偿全部损失
B.若刘某已对潘某进行全部赔偿，则甲公司可拒绝向潘某支付保险赔偿金
C.甲公司对潘某赔偿保险金后，在向刘某行使保险代位求偿权时，既可以自己的名义，也可以潘某
的名义
D.若甲公司支付的保险金不足以弥补潘某的全部损失，则就未取得赔偿的部分，潘某对刘某仍有
赔偿请求权","财产保险［BD］
［解析］《保险法》第55条第4款规定：“保险金额低于保险价值的，除合同另有约定外，保险人按照保险金额与保险价值的比例承担赔偿保险金的责任。”本题中，潘某就自己的古玩所投保险为不足额保险，甲保险公司只需按照保险金额与保险价值的比例赔偿潘某的部分损失，而不需要赔偿潘某的全部损失，故A项错误。
《保险法》第60条第2款规定：“前款规定的保险事故发生后，被保险人已经从第三者取得损害赔偿的，保险人赔偿保险金时，可以相应扣减被保险人从第三者已取得的赔偿金额。”据此，如果刘某已经对潘某进行了全部赔偿，则保险公司可以拒绝向潘某支付保险金，故B项正确。
《保险法》第60条第1款规定：“因第三者对保险标的的损害而造成保险事故的，保险人自向被保险人赔偿保险金之日起，在赔偿金额范围内代位行使被保险人对第三者请求赔偿的权利。”《保险法解释（二）》第16条第1款规定：“保险人应以自己的名义行使保险代位求偿权。”故C项错误。
《保险法》第60条第3款规定：“保险人依照本条第1款规定行使代位请求赔偿的权利，不影响被保险人就未取得赔偿的部分向第三者请求赔偿的权利。”故D项正确。"
"240.2012/3/75/多
甲参加乙旅行社组织的沙漠一日游，乙旅行社为此向红星保险公司购买了旅行社责任保险。丙客运
公司受乙旅行社之托，将甲运送至沙漠，丙公司为此向白云保险公司购买了承运人责任保险。丙公司在
运送过程中发生交通事故，致甲死亡，丙公司负事故全责。甲的继承人为丁。在通常情形下，下列哪些
表述是正确的？ 【AB】
A.乙旅行社有权要求红星保险公司直接对丁支付保险金
B.丙公司有权要求白云保险公司直接对丁支付保险金
C.丁有权直接要求红星保险公司支付保险金
D.丁有权直接要求白云保险公司支付保险金","责任保险［AB］
［解析］《保险法》第65条第1、2款规定：“保险人对责任保险的被保险人给第三者造成的损害，可以依照法律的规定或者合同的约定，直接向该第三者赔偿保险金。责任保险的被保险人给第三者造成损害，被保险人对第三者应负的赔偿责任确定的，根据被保险人的请求，保险人应当直接向该第三者赔偿保险金。被保险人怠于请求的，第三者有权就其应获赔偿部分直接向保险人请求赔偿保险金。”责任保险合同是为第三人的利益而订立的保险合同，但责任保险的当事人不包括第三人。本题中，乙旅行社与红星保险公司签订的责任保险，当事人为乙旅行社与红星保险公司，乙旅行社为被保险人。丙公司与白云保险公司之间签订的承运人责任保险，当事人为丙公司与白云保险公司，丙公司为被保险人。因此基于合同的相对性，被保险人乙、丙可请求各自的保险人承担责任，故A、B项正确。
根据《保险法》第65条，只有在被保险人怠于请求保险人支付保险金的情况下，受到损害的第三者才能向保险人请求支付保险金，因此丁不能直接要求保险公司向其支付保险金，故C、D项错误。"
"241.2011/3/34/单
张三向保险公司投保了汽车损失险。某日，张三的汽车被李四撞坏，花去修理费5000元。张三向
李四索赔，双方达成如下书面协议：张三免除李四修理费1000元，李四将为张三提供3次免费咨询服
务，剩余的4000元由张三向保险公司索赔。后张三请求保险公司按保险合同支付保险金5000元。下
列哪一说法是正确的？ 【B】
A.保险公司应当按保险合同全额支付保险金5000元，且不得向李四求偿
B.保险公司仅应当承担4000元保险金的赔付责任，且有权向李四求偿
C.因张三免除了李四1000元的债务，保险公司不再承担保险金给付责任
D.保险公司应当全额支付5000元保险金，再向李四求偿","财产保险合同中的代位求偿权［B］
［解析］《保险法》第60条第1、2款规定：“因第三者对保险标的的损害而造成保险事故的，保险人自向被保险人赔偿保险金之日起，在赔偿金额范围内代位行使被保险人对第三者请求赔偿的权利。前款规定的保险事故发生后，被保险人已经从第三者取得损害赔偿的，保险人赔偿保险金时，可以相应扣减被保险人从第三者已取得的赔偿金额。”该法第61条第1款规定：“保险事故发生后，保险人未赔偿保险金之前，被保险人放弃对第三者请求赔偿的权利的，保险人不承担赔偿保险金的责任。”
本题中，张三向保险公司购买汽车损失险属于财产保险，张三的汽车被李四撞坏，张三既可以要求责任人李四赔偿，也可以要求保险公司赔偿。保险公司赔偿前，张三放弃对李四的部分赔偿请求权，就放弃的1000元，保险公司不再承担赔偿保险金的责任。不过就未放弃的4000元，保险公司仍应承担赔偿责任，保险公司就4000元部分赔偿后，有权向李四追偿。故B项正确，A、C、D项错误。"
"242.2009/3/33/单
潘某向保险公司投保了一年期的家庭财产保险。保险期间内，潘某一家外出，嘱托保姆看家。某
日，保姆外出忘记锁门，窃贼乘虚而入，潘某家被盗财物价值近5000元。下列哪一表述是正确的？
【A】
A.应由保险公司赔偿，保险公司赔偿后无权向保姆追偿
B.损失系因保姆过错所致，保险公司不承担赔偿责任
C.潘某应当向保险公司索赔，不能要求保姆承担赔偿责任
D.潘某只能要求保姆赔偿，不能向保险公司索赔","财产保险代位求偿权［A］
［解析］《保险法》第60条第1款规定：“因第三者对保险标的的损害而造成保险事故的，保险人自向被保险人赔偿保险金之日起，在赔偿金额范围内代位行使被保险人对第三者请求赔偿的权利。”第62条规定：“除被保险人的家庭成员或者其组成人员故意造成本法第60条第1款规定的保险事故外，保险人不得对被保险人的家庭成员或者其组成人员行使代位请求赔偿的权利。”本题中保姆属于潘某家庭的其他组成人员，且保姆对保险事故的发生仅存在过失，而非故意，因此，保险公司不得对保姆行使代位请求赔偿的权利。故A项正确。
潘某向保险公司投保了1年期的家庭财产保险，且在保险期限内发生了保险事故，虽然是第三人引起的，但是保险公司依然负有支付保险金的责任。故B、D项错误。
潘某一家外出，嘱托保姆看家。潘某与保姆之间形成了保管合同关系，标的物是家中的财产。因保姆的过错导致潘某家财产被盗，保姆虽然不用承担保险法上的保险责任，但是应当承担民法中的违约责任。故C项错误。"
